,Airline,Journey_date,From,Destination,Dep_Time,Arrival_Time,Total_Stops,Duration,Price
5841,Air India,13/01/2023,Bengaluru,New Delhi,10:00,12:50,Non stop,02 h 50 m,"₹ 18,604"
5842,IndiGo,14/01/2023,Bengaluru,New Delhi,23:20,02:10,Non stop,02 h 50 m,"₹ 5,182"
5843,AirAsia,14/01/2023,Bengaluru,New Delhi,22:40,01:25,Non stop,02 h 45 m,"₹ 5,236"
5844,AirAsia,14/01/2023,Bengaluru,New Delhi,15:00,20:45,1 stop via Visakhapatnam,05 h 45 m,"₹ 5,657"
5845,IndiGo,14/01/2023,Bengaluru,New Delhi,20:40,23:35,Non stop,02 h 55 m,"₹ 5,659"
5846,IndiGo,14/01/2023,Bengaluru,New Delhi,22:00,01:00,Non stop,03 h,"₹ 5,659"
5847,IndiGo,14/01/2023,Bengaluru,New Delhi,06:25,13:45,1 stop via Nagpur,07 h 20 m,"₹ 5,659"
5848,AirAsia,14/01/2023,Bengaluru,New Delhi,17:55,20:45,Non stop,02 h 50 m,"₹ 5,685"
5849,AirAsia,14/01/2023,Bengaluru,New Delhi,19:50,22:50,Non stop,03 h,"₹ 5,685"
5850,IndiGo,14/01/2023,Bengaluru,New Delhi,16:50,19:45,Non stop,02 h 55 m,"₹ 5,777"
5851,IndiGo,14/01/2023,Bengaluru,New Delhi,18:00,20:50,Non stop,02 h 50 m,"₹ 5,777"
5852,SpiceJet,14/01/2023,Bengaluru,New Delhi,19:30,22:15,Non stop,02 h 45 m,"₹ 6,156"
5853,Air India,14/01/2023,Bengaluru,New Delhi,21:00,00:10,Non stop,03 h 10 m,"₹ 6,603"
5854,IndiGo,14/01/2023,Bengaluru,New Delhi,19:15,22:10,Non stop,02 h 55 m,"₹ 6,617"
5855,AirAsia,14/01/2023,Bengaluru,New Delhi,05:05,10:45,1 stop via Ranchi,05 h 40 m,"₹ 7,142"
5856,Air India,14/01/2023,Bengaluru,New Delhi,17:10,20:00,Non stop,02 h 50 m,"₹ 7,443"
5857,Air India,14/01/2023,Bengaluru,New Delhi,19:20,22:20,Non stop,03 h,"₹ 7,443"
5858,Vistara,14/01/2023,Bengaluru,New Delhi,19:40,22:20,Non stop,02 h 40 m,"₹ 7,443"
5859,Vistara,14/01/2023,Bengaluru,New Delhi,21:10,23:45,Non stop,02 h 35 m,"₹ 7,443"
5860,IndiGo,14/01/2023,Bengaluru,New Delhi,05:35,08:25,Non stop,02 h 50 m,"₹ 7,457"
5861,Go First,14/01/2023,Bengaluru,New Delhi,16:40,23:10,1 stop via Pune,06 h 30 m,"₹ 7,500"
5862,AirAsia,14/01/2023,Bengaluru,New Delhi,06:05,08:55,Non stop,02 h 50 m,"₹ 7,653"
5863,SpiceJet,14/01/2023,Bengaluru,New Delhi,05:55,08:35,Non stop,02 h 40 m,"₹ 7,683"
5864,IndiGo,14/01/2023,Bengaluru,New Delhi,15:25,18:25,Non stop,03 h,"₹ 7,700"
5865,AirAsia,14/01/2023,Bengaluru,New Delhi,03:30,08:55,1 stop via Pune,05 h 25 m,"₹ 8,051"
5866,IndiGo,14/01/2023,Bengaluru,New Delhi,04:25,07:15,Non stop,02 h 50 m,"₹ 8,297"
5867,Air India,14/01/2023,Bengaluru,New Delhi,05:45,08:45,Non stop,03 h,"₹ 8,493"
5868,Vistara,14/01/2023,Bengaluru,New Delhi,07:00,09:40,Non stop,02 h 40 m,"₹ 8,493"
5869,Air India,14/01/2023,Bengaluru,New Delhi,15:00,18:00,Non stop,03 h,"₹ 8,493"
5870,Vistara,14/01/2023,Bengaluru,New Delhi,18:45,21:25,Non stop,02 h 40 m,"₹ 8,493"
5871,IndiGo,14/01/2023,Bengaluru,New Delhi,10:30,16:30,1 stop via Hyderabad,06 h,"₹ 8,625"
5872,AirAsia,14/01/2023,Bengaluru,New Delhi,11:30,14:20,Non stop,02 h 50 m,"₹ 9,543"
5873,IndiGo,14/01/2023,Bengaluru,New Delhi,07:00,09:50,Non stop,02 h 50 m,"₹ 9,544"
5874,IndiGo,14/01/2023,Bengaluru,New Delhi,15:15,20:15,1 stop via Jaipur,05 h,"₹ 9,889"
5875,IndiGo,14/01/2023,Bengaluru,New Delhi,08:00,10:55,Non stop,02 h 55 m,"₹ 10,449"
5876,IndiGo,14/01/2023,Bengaluru,New Delhi,12:00,14:50,Non stop,02 h 50 m,"₹ 10,449"
5877,IndiGo,14/01/2023,Bengaluru,New Delhi,13:45,16:45,Non stop,03 h,"₹ 10,449"
5878,Vistara,14/01/2023,Bengaluru,New Delhi,08:00,10:35,Non stop,02 h 35 m,"₹ 10,593"
5879,Air India,14/01/2023,Bengaluru,New Delhi,10:00,12:50,Non stop,02 h 50 m,"₹ 10,593"
5880,Vistara,14/01/2023,Bengaluru,New Delhi,17:50,20:30,Non stop,02 h 40 m,"₹ 10,593"
5881,"Alliance Air, Vistara",14/01/2023,Bengaluru,New Delhi,09:20,16:00,1 stop via Hyderabad,06 h 40 m,"₹ 11,532"
5882,Vistara,14/01/2023,Bengaluru,New Delhi,09:45,12:40,Non stop,02 h 55 m,"₹ 13,218"
5883,Vistara,14/01/2023,Bengaluru,New Delhi,11:30,14:10,Non stop,02 h 40 m,"₹ 13,218"
5884,Air India,14/01/2023,Bengaluru,New Delhi,13:15,15:55,Non stop,02 h 40 m,"₹ 13,218"
5885,Go First,14/01/2023,Bengaluru,New Delhi,21:25,00:10,Non stop,02 h 45 m,"₹ 13,985"
5886,Go First,14/01/2023,Bengaluru,New Delhi,05:30,08:20,Non stop,02 h 50 m,"₹ 18,237"
5887,Air India,14/01/2023,Bengaluru,New Delhi,11:45,14:45,Non stop,03 h,"₹ 18,604"
5888,IndiGo,15/01/2023,Bengaluru,New Delhi,23:20,02:10,Non stop,02 h 50 m,"₹ 5,182"
5889,IndiGo,15/01/2023,Bengaluru,New Delhi,22:00,01:00,Non stop,03 h,"₹ 5,236"
5890,AirAsia,15/01/2023,Bengaluru,New Delhi,22:40,01:25,Non stop,02 h 45 m,"₹ 5,236"
5891,Air India,15/01/2023,Bengaluru,New Delhi,21:00,00:10,Non stop,03 h 10 m,"₹ 5,500"
5892,AirAsia,15/01/2023,Bengaluru,New Delhi,15:00,20:45,1 stop via Visakhapatnam,05 h 45 m,"₹ 5,657"
5893,IndiGo,15/01/2023,Bengaluru,New Delhi,20:40,23:35,Non stop,02 h 55 m,"₹ 5,659"
5894,IndiGo,15/01/2023,Bengaluru,New Delhi,02:45,09:45,1 stop via Pune,07 h,"₹ 5,659"
5895,Akasa Air,15/01/2023,Bengaluru,New Delhi,15:40,18:25,Non stop,02 h 45 m,"₹ 5,956"
5896,IndiGo,15/01/2023,Bengaluru,New Delhi,18:00,20:50,Non stop,02 h 50 m,"₹ 5,987"
5897,AirAsia,15/01/2023,Bengaluru,New Delhi,06:05,08:55,Non stop,02 h 50 m,"₹ 6,068"
5898,AirAsia,15/01/2023,Bengaluru,New Delhi,19:50,22:50,Non stop,03 h,"₹ 6,068"
5899,SpiceJet,15/01/2023,Bengaluru,New Delhi,05:55,08:35,Non stop,02 h 40 m,"₹ 6,156"
5900,SpiceJet,15/01/2023,Bengaluru,New Delhi,19:30,22:15,Non stop,02 h 45 m,"₹ 6,156"
5901,SpiceJet,15/01/2023,Bengaluru,New Delhi,10:25,19:50,1 stop via Pune,09 h 25 m,"₹ 6,164"
5902,IndiGo,15/01/2023,Bengaluru,New Delhi,05:35,08:25,Non stop,02 h 50 m,"₹ 6,617"
5903,IndiGo,15/01/2023,Bengaluru,New Delhi,08:00,10:55,Non stop,02 h 55 m,"₹ 6,617"
5904,AirAsia,15/01/2023,Bengaluru,New Delhi,17:55,20:45,Non stop,02 h 50 m,"₹ 6,813"
5905,IndiGo,15/01/2023,Bengaluru,New Delhi,00:30,07:20,1 stop via Pune,06 h 50 m,"₹ 6,830"
5906,IndiGo,15/01/2023,Bengaluru,New Delhi,04:25,07:15,Non stop,02 h 50 m,"₹ 7,037"
5907,IndiGo,15/01/2023,Bengaluru,New Delhi,05:15,11:10,1 stop via Pune,05 h 55 m,"₹ 7,141"
5908,IndiGo,15/01/2023,Bengaluru,New Delhi,07:00,09:50,Non stop,02 h 50 m,"₹ 7,339"
5909,Air India,15/01/2023,Bengaluru,New Delhi,05:45,08:45,Non stop,03 h,"₹ 7,443"
5910,Vistara,15/01/2023,Bengaluru,New Delhi,07:00,09:40,Non stop,02 h 40 m,"₹ 7,443"
5911,Air India,15/01/2023,Bengaluru,New Delhi,19:20,22:20,Non stop,03 h,"₹ 7,443"
5912,Vistara,15/01/2023,Bengaluru,New Delhi,21:10,23:45,Non stop,02 h 35 m,"₹ 7,443"
5913,IndiGo,15/01/2023,Bengaluru,New Delhi,09:50,12:40,Non stop,02 h 50 m,"₹ 7,457"
5914,Go First,15/01/2023,Bengaluru,New Delhi,16:40,23:10,1 stop via Pune,06 h 30 m,"₹ 7,500"
5915,AirAsia,15/01/2023,Bengaluru,New Delhi,11:30,14:20,Non stop,02 h 50 m,"₹ 7,653"
5916,IndiGo,15/01/2023,Bengaluru,New Delhi,16:50,19:45,Non stop,02 h 55 m,"₹ 8,297"
5917,Vistara,15/01/2023,Bengaluru,New Delhi,08:00,10:35,Non stop,02 h 35 m,"₹ 8,493"
5918,Vistara,15/01/2023,Bengaluru,New Delhi,18:45,21:25,Non stop,02 h 40 m,"₹ 8,493"
5919,Vistara,15/01/2023,Bengaluru,New Delhi,19:40,22:20,Non stop,02 h 40 m,"₹ 8,493"
5920,Air India,15/01/2023,Bengaluru,New Delhi,13:00,18:40,1 stop via Chennai,05 h 40 m,"₹ 8,493"
5921,IndiGo,15/01/2023,Bengaluru,New Delhi,12:00,14:50,Non stop,02 h 50 m,"₹ 10,449"
5922,Vistara,15/01/2023,Bengaluru,New Delhi,11:30,14:10,Non stop,02 h 40 m,"₹ 10,593"
5923,Air India,15/01/2023,Bengaluru,New Delhi,11:45,14:45,Non stop,03 h,"₹ 10,593"
5924,Air India,15/01/2023,Bengaluru,New Delhi,15:00,18:00,Non stop,03 h,"₹ 10,593"
5925,Air India,15/01/2023,Bengaluru,New Delhi,17:10,20:00,Non stop,02 h 50 m,"₹ 10,593"
5926,Vistara,15/01/2023,Bengaluru,New Delhi,17:50,20:30,Non stop,02 h 40 m,"₹ 10,593"
5927,IndiGo,15/01/2023,Bengaluru,New Delhi,15:25,18:25,Non stop,03 h,"₹ 11,119"
5928,Go First,15/01/2023,Bengaluru,New Delhi,21:25,00:10,Non stop,02 h 45 m,"₹ 12,935"
5929,Air India,15/01/2023,Bengaluru,New Delhi,13:15,15:55,Non stop,02 h 40 m,"₹ 13,218"
5930,Go First,15/01/2023,Bengaluru,New Delhi,06:20,09:00,Non stop,02 h 40 m,"₹ 15,035"
5931,Air India,15/01/2023,Bengaluru,New Delhi,10:00,12:50,Non stop,02 h 50 m,"₹ 18,604"
5932,IndiGo,16/01/2023,Bengaluru,New Delhi,23:20,02:10,Non stop,02 h 50 m,"₹ 5,182"
5933,AirAsia,16/01/2023,Bengaluru,New Delhi,17:55,20:45,Non stop,02 h 50 m,"₹ 5,236"
5934,AirAsia,16/01/2023,Bengaluru,New Delhi,19:50,22:50,Non stop,03 h,"₹ 5,236"
5935,IndiGo,16/01/2023,Bengaluru,New Delhi,20:40,23:35,Non stop,02 h 55 m,"₹ 5,236"
5936,IndiGo,16/01/2023,Bengaluru,New Delhi,22:00,01:00,Non stop,03 h,"₹ 5,236"
5937,AirAsia,16/01/2023,Bengaluru,New Delhi,22:40,01:25,Non stop,02 h 45 m,"₹ 5,236"
5938,Akasa Air,16/01/2023,Bengaluru,New Delhi,15:40,18:25,Non stop,02 h 45 m,"₹ 5,276"
5939,Air India,16/01/2023,Bengaluru,New Delhi,21:00,00:10,Non stop,03 h 10 m,"₹ 5,500"
5940,IndiGo,16/01/2023,Bengaluru,New Delhi,19:15,22:10,Non stop,02 h 55 m,"₹ 5,567"
5941,SpiceJet,16/01/2023,Bengaluru,New Delhi,19:30,22:15,Non stop,02 h 45 m,"₹ 5,635"
5942,AirAsia,16/01/2023,Bengaluru,New Delhi,15:00,20:45,1 stop via Visakhapatnam,05 h 45 m,"₹ 5,657"
5943,Vistara,16/01/2023,Bengaluru,New Delhi,18:45,21:25,Non stop,02 h 40 m,"₹ 5,763"
5944,Air India,16/01/2023,Bengaluru,New Delhi,19:20,22:20,Non stop,03 h,"₹ 5,763"
5945,Vistara,16/01/2023,Bengaluru,New Delhi,19:40,22:20,Non stop,02 h 40 m,"₹ 5,763"
5946,Vistara,16/01/2023,Bengaluru,New Delhi,21:10,23:45,Non stop,02 h 35 m,"₹ 5,763"
5947,IndiGo,16/01/2023,Bengaluru,New Delhi,18:00,20:50,Non stop,02 h 50 m,"₹ 5,987"
5948,Go First,16/01/2023,Bengaluru,New Delhi,21:25,00:10,Non stop,02 h 45 m,"₹ 6,002"
5949,SpiceJet,16/01/2023,Bengaluru,New Delhi,05:55,08:35,Non stop,02 h 40 m,"₹ 6,156"
5950,IndiGo,16/01/2023,Bengaluru,New Delhi,02:45,09:45,1 stop via Pune,07 h,"₹ 6,400"
5951,AirAsia,16/01/2023,Bengaluru,New Delhi,06:05,08:55,Non stop,02 h 50 m,"₹ 6,603"
5952,AirAsia,16/01/2023,Bengaluru,New Delhi,11:30,14:20,Non stop,02 h 50 m,"₹ 6,603"
5953,Air India,16/01/2023,Bengaluru,New Delhi,15:00,18:00,Non stop,03 h,"₹ 6,603"
5954,Air India,16/01/2023,Bengaluru,New Delhi,17:10,20:00,Non stop,02 h 50 m,"₹ 6,603"
5955,Vistara,16/01/2023,Bengaluru,New Delhi,17:50,20:30,Non stop,02 h 40 m,"₹ 6,603"
5956,IndiGo,16/01/2023,Bengaluru,New Delhi,16:50,19:45,Non stop,02 h 55 m,"₹ 6,617"
5957,IndiGo,16/01/2023,Bengaluru,New Delhi,00:30,07:20,1 stop via Pune,06 h 50 m,"₹ 6,830"
5958,IndiGo,16/01/2023,Bengaluru,New Delhi,15:25,18:25,Non stop,03 h,"₹ 6,919"
5959,IndiGo,16/01/2023,Bengaluru,New Delhi,04:25,07:15,Non stop,02 h 50 m,"₹ 7,037"
5960,IndiGo,16/01/2023,Bengaluru,New Delhi,05:35,08:25,Non stop,02 h 50 m,"₹ 7,037"
5961,IndiGo,16/01/2023,Bengaluru,New Delhi,08:00,10:55,Non stop,02 h 55 m,"₹ 7,037"
5962,IndiGo,16/01/2023,Bengaluru,New Delhi,13:45,16:45,Non stop,03 h,"₹ 7,037"
5963,AirAsia,16/01/2023,Bengaluru,New Delhi,03:30,08:55,1 stop via Pune,05 h 25 m,"₹ 7,142"
5964,Vistara,16/01/2023,Bengaluru,New Delhi,08:00,10:35,Non stop,02 h 35 m,"₹ 7,443"
5965,Vistara,16/01/2023,Bengaluru,New Delhi,09:45,12:40,Non stop,02 h 55 m,"₹ 7,443"
5966,Air India,16/01/2023,Bengaluru,New Delhi,10:00,12:50,Non stop,02 h 50 m,"₹ 7,443"
5967,Vistara,16/01/2023,Bengaluru,New Delhi,11:30,14:10,Non stop,02 h 40 m,"₹ 7,443"
5968,Air India,16/01/2023,Bengaluru,New Delhi,11:45,14:45,Non stop,03 h,"₹ 7,443"
5969,Air India,16/01/2023,Bengaluru,New Delhi,13:15,15:55,Non stop,02 h 40 m,"₹ 7,443"
5970,IndiGo,16/01/2023,Bengaluru,New Delhi,09:50,12:40,Non stop,02 h 50 m,"₹ 7,457"
5971,IndiGo,16/01/2023,Bengaluru,New Delhi,12:00,14:50,Non stop,02 h 50 m,"₹ 7,457"
5972,IndiGo,16/01/2023,Bengaluru,New Delhi,16:10,22:40,1 stop via Hyderabad,06 h 30 m,"₹ 7,884"
5973,AirAsia,16/01/2023,Bengaluru,New Delhi,13:00,19:10,1 stop via Goa,06 h 10 m,"₹ 8,051"
5974,IndiGo,16/01/2023,Bengaluru,New Delhi,07:00,09:50,Non stop,02 h 50 m,"₹ 8,179"
5975,Vistara,16/01/2023,Bengaluru,New Delhi,07:00,09:40,Non stop,02 h 40 m,"₹ 8,493"
5976,Vistara,16/01/2023,Bengaluru,New Delhi,18:30,23:00,1 stop via Mumbai,04 h 30 m,"₹ 8,991"
5977,Go First,16/01/2023,Bengaluru,New Delhi,06:20,09:00,Non stop,02 h 40 m,"₹ 13,985"
5978,Air India,16/01/2023,Bengaluru,New Delhi,05:45,08:45,Non stop,03 h,"₹ 18,604"
5979,IndiGo,17/01/2023,Bengaluru,New Delhi,23:20,02:10,Non stop,02 h 50 m,"₹ 5,182"
5980,Akasa Air,17/01/2023,Bengaluru,New Delhi,15:40,18:25,Non stop,02 h 45 m,"₹ 5,226"
5981,SpiceJet,17/01/2023,Bengaluru,New Delhi,17:20,19:30,Non stop,02 h 10 m,"₹ 5,235"
5982,SpiceJet,17/01/2023,Bengaluru,New Delhi,19:30,22:15,Non stop,02 h 45 m,"₹ 5,235"
5983,AirAsia,17/01/2023,Bengaluru,New Delhi,06:05,08:55,Non stop,02 h 50 m,"₹ 5,236"
5984,AirAsia,17/01/2023,Bengaluru,New Delhi,17:55,20:45,Non stop,02 h 50 m,"₹ 5,236"
5985,AirAsia,17/01/2023,Bengaluru,New Delhi,19:50,22:50,Non stop,03 h,"₹ 5,236"
5986,IndiGo,17/01/2023,Bengaluru,New Delhi,20:40,23:35,Non stop,02 h 55 m,"₹ 5,236"
5987,IndiGo,17/01/2023,Bengaluru,New Delhi,22:00,01:00,Non stop,03 h,"₹ 5,236"
5988,AirAsia,17/01/2023,Bengaluru,New Delhi,22:40,01:25,Non stop,02 h 45 m,"₹ 5,236"
5989,Air India,17/01/2023,Bengaluru,New Delhi,19:20,22:20,Non stop,03 h,"₹ 5,250"
5990,IndiGo,17/01/2023,Bengaluru,New Delhi,05:35,08:25,Non stop,02 h 50 m,"₹ 5,354"
5991,IndiGo,17/01/2023,Bengaluru,New Delhi,16:50,19:45,Non stop,02 h 55 m,"₹ 5,354"
5992,IndiGo,17/01/2023,Bengaluru,New Delhi,18:00,20:50,Non stop,02 h 50 m,"₹ 5,354"
5993,IndiGo,17/01/2023,Bengaluru,New Delhi,19:15,22:10,Non stop,02 h 55 m,"₹ 5,354"
5994,AirAsia,17/01/2023,Bengaluru,New Delhi,18:45,00:35,1 stop via Lucknow,05 h 50 m,"₹ 5,482"
5995,Vistara,17/01/2023,Bengaluru,New Delhi,19:40,22:20,Non stop,02 h 40 m,"₹ 5,500"
5996,Air India,17/01/2023,Bengaluru,New Delhi,21:00,00:10,Non stop,03 h 10 m,"₹ 5,500"
5997,Go First,17/01/2023,Bengaluru,New Delhi,21:25,00:10,Non stop,02 h 45 m,"₹ 5,502"
5998,AirAsia,17/01/2023,Bengaluru,New Delhi,15:00,20:45,1 stop via Visakhapatnam,05 h 45 m,"₹ 5,657"
5999,AirAsia,17/01/2023,Bengaluru,New Delhi,11:30,14:20,Non stop,02 h 50 m,"₹ 5,685"
6000,Air India,17/01/2023,Bengaluru,New Delhi,15:00,18:00,Non stop,03 h,"₹ 5,763"
6001,Vistara,17/01/2023,Bengaluru,New Delhi,17:50,20:30,Non stop,02 h 40 m,"₹ 5,763"
6002,Vistara,17/01/2023,Bengaluru,New Delhi,18:45,21:25,Non stop,02 h 40 m,"₹ 5,763"
6003,Vistara,17/01/2023,Bengaluru,New Delhi,21:10,23:45,Non stop,02 h 35 m,"₹ 5,763"
6004,IndiGo,17/01/2023,Bengaluru,New Delhi,04:25,07:15,Non stop,02 h 50 m,"₹ 5,777"
6005,IndiGo,17/01/2023,Bengaluru,New Delhi,15:25,18:25,Non stop,03 h,"₹ 5,869"
6006,IndiGo,17/01/2023,Bengaluru,New Delhi,13:45,16:45,Non stop,03 h,"₹ 6,197"
6007,AirAsia,17/01/2023,Bengaluru,New Delhi,03:30,08:55,1 stop via Pune,05 h 25 m,"₹ 6,400"
6008,IndiGo,17/01/2023,Bengaluru,New Delhi,07:00,09:50,Non stop,02 h 50 m,"₹ 6,499"
6009,SpiceJet,17/01/2023,Bengaluru,New Delhi,10:25,08:15,1 stop via Pune,21 h 50 m,"₹ 6,533"
6010,SpiceJet,17/01/2023,Bengaluru,New Delhi,05:55,08:35,Non stop,02 h 40 m,"₹ 6,576"
6011,Go First,17/01/2023,Bengaluru,New Delhi,06:20,09:00,Non stop,02 h 40 m,"₹ 6,601"
6012,Vistara,17/01/2023,Bengaluru,New Delhi,08:00,10:35,Non stop,02 h 35 m,"₹ 6,603"
6013,Air India,17/01/2023,Bengaluru,New Delhi,11:45,14:45,Non stop,03 h,"₹ 6,603"
6014,Air India,17/01/2023,Bengaluru,New Delhi,17:00,19:45,Non stop,02 h 45 m,"₹ 6,603"
6015,IndiGo,17/01/2023,Bengaluru,New Delhi,08:00,10:55,Non stop,02 h 55 m,"₹ 6,617"
6016,IndiGo,17/01/2023,Bengaluru,New Delhi,12:00,14:50,Non stop,02 h 50 m,"₹ 6,617"
6017,Go First,17/01/2023,Bengaluru,New Delhi,06:30,14:30,1 stop via Pune,08 h,"₹ 6,763"
6018,Air India,17/01/2023,Bengaluru,New Delhi,05:45,08:45,Non stop,03 h,"₹ 7,443"
6019,Akasa Air,18/01/2023,Bengaluru,New Delhi,15:40,18:25,Non stop,02 h 45 m,"₹ 5,226"
6020,SpiceJet,18/01/2023,Bengaluru,New Delhi,19:30,22:15,Non stop,02 h 45 m,"₹ 5,235"
6021,AirAsia,18/01/2023,Bengaluru,New Delhi,06:05,08:55,Non stop,02 h 50 m,"₹ 5,236"
6022,AirAsia,18/01/2023,Bengaluru,New Delhi,11:30,14:20,Non stop,02 h 50 m,"₹ 5,236"
6023,AirAsia,18/01/2023,Bengaluru,New Delhi,17:55,20:45,Non stop,02 h 50 m,"₹ 5,236"
6024,AirAsia,18/01/2023,Bengaluru,New Delhi,19:50,22:50,Non stop,03 h,"₹ 5,236"
6025,IndiGo,18/01/2023,Bengaluru,New Delhi,20:40,23:35,Non stop,02 h 55 m,"₹ 5,236"
6026,IndiGo,18/01/2023,Bengaluru,New Delhi,22:00,01:00,Non stop,03 h,"₹ 5,236"
6027,AirAsia,18/01/2023,Bengaluru,New Delhi,22:40,01:25,Non stop,02 h 45 m,"₹ 5,236"
6028,Go First,18/01/2023,Bengaluru,New Delhi,06:20,09:00,Non stop,02 h 40 m,"₹ 5,237"
6029,Go First,18/01/2023,Bengaluru,New Delhi,21:25,00:10,Non stop,02 h 45 m,"₹ 5,237"
6030,IndiGo,18/01/2023,Bengaluru,New Delhi,18:00,20:50,Non stop,02 h 50 m,"₹ 5,354"
6031,IndiGo,18/01/2023,Bengaluru,New Delhi,19:15,22:10,Non stop,02 h 55 m,"₹ 5,354"
6032,IndiGo,18/01/2023,Bengaluru,New Delhi,23:20,02:10,Non stop,02 h 50 m,"₹ 5,354"
6033,AirAsia,18/01/2023,Bengaluru,New Delhi,18:45,00:35,1 stop via Lucknow,05 h 50 m,"₹ 5,482"
6034,Vistara,18/01/2023,Bengaluru,New Delhi,19:40,22:20,Non stop,02 h 40 m,"₹ 5,500"
6035,Air India,18/01/2023,Bengaluru,New Delhi,21:00,00:10,Non stop,03 h 10 m,"₹ 5,500"
6036,IndiGo,18/01/2023,Bengaluru,New Delhi,04:25,07:15,Non stop,02 h 50 m,"₹ 5,567"
6037,IndiGo,18/01/2023,Bengaluru,New Delhi,16:50,19:45,Non stop,02 h 55 m,"₹ 5,567"
6038,AirAsia,18/01/2023,Bengaluru,New Delhi,03:30,08:55,1 stop via Pune,05 h 25 m,"₹ 5,657"
6039,Air India,18/01/2023,Bengaluru,New Delhi,10:00,12:50,Non stop,02 h 50 m,"₹ 5,763"
6040,Air India,18/01/2023,Bengaluru,New Delhi,17:10,20:00,Non stop,02 h 50 m,"₹ 5,763"
6041,Air India,18/01/2023,Bengaluru,New Delhi,19:20,22:20,Non stop,03 h,"₹ 5,763"
6042,Vistara,18/01/2023,Bengaluru,New Delhi,21:10,23:45,Non stop,02 h 35 m,"₹ 5,763"
6043,IndiGo,18/01/2023,Bengaluru,New Delhi,05:35,08:25,Non stop,02 h 50 m,"₹ 5,777"
6044,IndiGo,18/01/2023,Bengaluru,New Delhi,09:50,12:40,Non stop,02 h 50 m,"₹ 6,197"
6045,IndiGo,18/01/2023,Bengaluru,New Delhi,13:45,16:45,Non stop,03 h,"₹ 6,197"
6046,IndiGo,18/01/2023,Bengaluru,New Delhi,13:00,17:55,1 stop via Shirdi,04 h 55 m,"₹ 6,400"
6047,IndiGo,18/01/2023,Bengaluru,New Delhi,17:15,23:40,1 stop via Pune,06 h 25 m,"₹ 6,400"
6048,IndiGo,18/01/2023,Bengaluru,New Delhi,15:25,18:25,Non stop,03 h,"₹ 6,499"
6049,SpiceJet,18/01/2023,Bengaluru,New Delhi,05:55,08:35,Non stop,02 h 40 m,"₹ 6,576"
6050,Vistara,18/01/2023,Bengaluru,New Delhi,08:00,10:35,Non stop,02 h 35 m,"₹ 6,603"
6051,Vistara,18/01/2023,Bengaluru,New Delhi,09:45,12:40,Non stop,02 h 55 m,"₹ 6,603"
6052,Vistara,18/01/2023,Bengaluru,New Delhi,11:30,14:10,Non stop,02 h 40 m,"₹ 6,603"
6053,Air India,18/01/2023,Bengaluru,New Delhi,11:45,14:45,Non stop,03 h,"₹ 6,603"
6054,Air India,18/01/2023,Bengaluru,New Delhi,13:15,15:55,Non stop,02 h 40 m,"₹ 6,603"
6055,Air India,18/01/2023,Bengaluru,New Delhi,15:00,18:00,Non stop,03 h,"₹ 6,603"
6056,Vistara,18/01/2023,Bengaluru,New Delhi,17:50,20:30,Non stop,02 h 40 m,"₹ 6,603"
6057,Vistara,18/01/2023,Bengaluru,New Delhi,18:45,21:25,Non stop,02 h 40 m,"₹ 6,603"
6058,IndiGo,18/01/2023,Bengaluru,New Delhi,12:00,14:50,Non stop,02 h 50 m,"₹ 6,617"
6059,Go First,18/01/2023,Bengaluru,New Delhi,16:40,21:50,1 stop via Pune,05 h 10 m,"₹ 6,763"
6060,IndiGo,18/01/2023,Bengaluru,New Delhi,00:30,07:20,1 stop via Pune,06 h 50 m,"₹ 6,830"
6061,IndiGo,18/01/2023,Bengaluru,New Delhi,08:00,10:55,Non stop,02 h 55 m,"₹ 7,037"
6062,IndiGo,18/01/2023,Bengaluru,New Delhi,18:50,01:10,1 stop via Hyderabad,06 h 20 m,"₹ 7,141"
6063,Air India,18/01/2023,Bengaluru,New Delhi,05:45,08:45,Non stop,03 h,"₹ 8,493"
6064,Vistara,18/01/2023,Bengaluru,New Delhi,07:00,09:40,Non stop,02 h 40 m,"₹ 8,493"
6065,"Alliance Air, Vistara",18/01/2023,Bengaluru,New Delhi,09:20,15:35,1 stop via Hyderabad,06 h 15 m,"₹ 10,745"
6066,Akasa Air,19/01/2023,Bengaluru,New Delhi,15:40,18:25,Non stop,02 h 45 m,"₹ 5,226"
6067,SpiceJet,19/01/2023,Bengaluru,New Delhi,17:20,19:30,Non stop,02 h 10 m,"₹ 5,235"
6068,SpiceJet,19/01/2023,Bengaluru,New Delhi,19:30,22:15,Non stop,02 h 45 m,"₹ 5,235"
6069,AirAsia,19/01/2023,Bengaluru,New Delhi,06:05,08:55,Non stop,02 h 50 m,"₹ 5,236"
6070,AirAsia,19/01/2023,Bengaluru,New Delhi,11:30,14:20,Non stop,02 h 50 m,"₹ 5,236"
6071,AirAsia,19/01/2023,Bengaluru,New Delhi,17:55,20:45,Non stop,02 h 50 m,"₹ 5,236"
6072,AirAsia,19/01/2023,Bengaluru,New Delhi,19:50,22:50,Non stop,03 h,"₹ 5,236"
6073,IndiGo,19/01/2023,Bengaluru,New Delhi,20:40,23:35,Non stop,02 h 55 m,"₹ 5,236"
6074,IndiGo,19/01/2023,Bengaluru,New Delhi,22:00,01:00,Non stop,03 h,"₹ 5,236"
